accel,Walk,Stand,Run,Descend Stairs
0.006993712,0,1,0,0
0.013829768,0,1,0,0
0.032595284,0,1,0,0
0.01154118,0,1,0,0
0.019026538,0,1,0,0
0.036875167,0,1,0,0
0.016878051,0,1,0,0
0.025976924,0,1,0,0
0.021578992,0,1,0,0
0.011830405,0,1,0,0
0.014279102,0,1,0,0
0.01569575,0,1,0,0
0.019246,0,1,0,0
0.029358674,0,1,0,0
0.01081481,0,1,0,0
0.010652356,0,1,0,0
0.00956899,0,1,0,0
0.015391568,0,1,0,0
0.011964711,0,1,0,0
0.031916735,0,1,0,0
0.016919924,0,1,0,0
0.013444491,0,1,0,0
0.003436433,0,1,0,0
0.021640343,0,1,0,0
0.009262263,0,1,0,0
0.022152474,0,1,0,0
0.022186337,0,1,0,0
0.027099639,0,1,0,0
0.008591625,0,1,0,0
0.024556724,0,1,0,0
0.013842195,0,1,0,0
0.015390114,0,1,0,0
0.024797586,0,1,0,0
0.024363542,0,1,0,0
0.011798947,0,1,0,0
0.028998555,0,1,0,0
0.006994031,0,1,0,0
0.013928934,0,1,0,0
0.014909608,0,1,0,0
0.008226754,0,1,0,0
0.022587562,0,1,0,0
0.017681407,0,1,0,0
0.029418778,0,1,0,0
0.027174794,0,1,0,0
0.013055417,0,1,0,0
0.034260513,0,1,0,0
0.017179848,0,1,0,0
0.015215704,0,1,0,0
0.017617474,0,1,0,0
0.005497286,0,1,0,0
0.020423012,0,1,0,0
0.014993334,0,1,0,0
0.010201409,0,1,0,0
0.018202003,0,1,0,0
0.008814086,0,1,0,0
0.025944258,0,1,0,0
0.013170753,0,1,0,0
0.032412863,0,1,0,0
0.009627423,0,1,0,0
0.019224448,0,1,0,0
0.011201776,0,1,0,0
0.010300741,0,1,0,0
0.02411723,0,1,0,0
0.008387207,0,1,0,0
0.015525829,0,1,0,0
0.018603068,0,1,0,0
0.006188397,0,1,0,0
0.009873323,0,1,0,0
0.014957807,0,1,0,0
0.03867946,0,1,0,0
0.013430913,0,1,0,0
0.023448991,0,1,0,0
0.023886379,0,1,0,0
0.023733055,0,1,0,0
0.007414055,0,1,0,0
0.013256544,0,1,0,0
0.030091253,0,1,0,0
0.015327838,0,1,0,0
0.013215664,0,1,0,0
0.003894626,0,1,0,0
0.012478791,0,1,0,0
0.004360858,0,1,0,0
0.021205816,0,1,0,0
0.007312182,0,1,0,0
0.032907322,0,1,0,0
0.010200871,0,1,0,0
0.029762225,0,1,0,0
0.016661834,0,1,0,0
0.012721609,0,1,0,0
0.017487396,0,1,0,0
0.005997033,0,1,0,0
0.021615295,0,1,0,0
0.009312575,0,1,0,0
0.016254942,0,1,0,0
0.003211835,0,1,0,0
0.022289387,0,1,0,0
0.024821027,0,1,0,0
0.020445787,0,1,0,0
0.02578419,0,1,0,0
0.005937978,0,1,0,0
0.019778555,0,1,0,0
0.013571894,0,1,0,0
0.015753187,0,1,0,0
0.020001894,0,1,0,0
0.024953156,0,1,0,0
0.003994908,0,1,0,0
0.011226995,0,1,0,0
0.02220101,0,1,0,0
0.01181274,0,1,0,0
0.026786927,0,1,0,0
0.017695151,0,1,0,0
0.011855436,0,1,0,0
0.010736592,0,1,0,0
0.012893306,0,1,0,0
0.016324155,0,1,0,0
0.036186584,0,1,0,0
0.020641411,0,1,0,0
0.007489938,0,1,0,0
0.014261556,0,1,0,0
0.014935942,0,1,0,0
0.008261627,0,1,0,0
0.016674316,0,1,0,0
0.014922006,0,1,0,0
0.006103171,0,1,0,0
0.012156757,0,1,0,0
0.010508185,0,1,0,0
0.009071326,0,1,0,0
0.01227769,0,1,0,0
0.028055073,0,1,0,0
0.014534124,0,1,0,0
0.008736729,0,1,0,0
0.005965903,0,1,0,0
0.021827191,0,1,0,0
0.023908302,0,1,0,0
0.006464261,0,1,0,0
0.009497071,0,1,0,0
0.011162891,0,1,0,0
0.012650113,0,1,0,0
0.032977495,0,1,0,0
0.022528665,0,1,0,0
0.009585741,0,1,0,0
0.018632873,0,1,0,0
0.025699456,0,1,0,0
0.024225402,0,1,0,0
0.010412427,0,1,0,0
0.029819326,0,1,0,0
0.00269716,0,1,0,0
0.010371202,0,1,0,0
0.007725757,0,1,0,0
0.01283582,0,1,0,0
0.036054753,0,1,0,0
0.019606276,0,1,0,0
0.013183874,0,1,0,0
0.025451167,0,1,0,0
0.006955138,0,1,0,0
0.01452018,0,1,0,0
0.026747431,0,1,0,0
0.026070804,0,1,0,0
0.009329579,0,1,0,0
0.028896824,0,1,0,0
0.032100293,0,1,0,0
0.019121513,0,1,0,0
0.015091125,0,1,0,0
0.020559695,0,1,0,0
0.027183295,0,1,0,0
0.009779694,0,1,0,0
0.007307872,0,1,0,0
0.023829267,0,1,0,0
0.014453234,0,1,0,0
0.011241195,0,1,0,0
0.018770515,0,1,0,0
0.054125837,0,1,0,0
0.040679851,0,1,0,0
0.030200774,0,1,0,0
0.017999873,0,1,0,0
0.006998307,0,1,0,0
0.013169281,0,1,0,0
0.011021683,0,1,0,0
0.019592046,0,1,0,0
0.021678229,0,1,0,0
0.021785102,0,1,0,0
0.022077789,0,1,0,0
0.011651127,0,1,0,0
0.01099828,0,1,0,0
0.020154206,0,1,0,0
0.035013402,0,1,0,0
0.006576272,0,1,0,0
0.041299552,0,1,0,0
0.011189255,0,1,0,0
0.014039734,0,1,0,0
0.018821042,0,1,0,0
0.01916548,0,1,0,0
0.040279426,0,1,0,0
0.021403978,0,1,0,0
0.031636642,0,1,0,0
0.007609661,0,1,0,0
0.018386508,0,1,0,0
0.043234918,0,1,0,0
0.025964419,0,1,0,0
0.012787707,0,1,0,0
0.034567302,0,1,0,0
0.024569851,0,1,0,0
0.009225346,0,1,0,0
0.018364205,0,1,0,0
0.027108542,0,1,0,0
0.039228609,0,1,0,0
0.008241745,0,1,0,0
0.021552937,0,1,0,0
0.002145231,0,1,0,0
0.022448922,0,1,0,0
0.026612896,0,1,0,0
0.013600018,0,1,0,0
0.025419515,0,1,0,0
0.017084871,0,1,0,0
0.009088508,0,1,0,0
0.017315129,0,1,0,0
0.014708379,0,1,0,0
0.029844802,0,1,0,0
0.00331767,0,1,0,0
0.019079004,0,1,0,0
0.051531019,0,1,0,0
0.011839071,0,1,0,0
0.017894519,0,1,0,0
0.007729005,0,1,0,0
0.022111912,0,1,0,0
0.015760597,0,1,0,0
0.01231872,0,1,0,0
0.010801052,0,1,0,0
0.014735638,0,1,0,0
0.020729795,0,1,0,0
0.023809803,0,1,0,0
0.039234562,0,1,0,0
0.023139712,0,1,0,0
0.009061868,0,1,0,0
0.021196735,0,1,0,0
0.032260427,0,1,0,0
0.046627128,0,1,0,0
0.022602544,0,1,0,0
0.014747534,0,1,0,0
0.019360814,0,1,0,0
0.021563849,0,1,0,0
0.031710163,0,1,0,0
0.029491668,0,1,0,0
0.018243433,0,1,0,0
0.015910724,0,1,0,0
0.02152209,0,1,0,0
0.027199737,0,1,0,0
0.023332805,0,1,0,0
0.014221548,0,1,0,0
0.025364118,0,1,0,0
0.016343792,0,1,0,0
0.055340519,0,1,0,0
0.02274982,0,1,0,0
0.030900417,0,1,0,0
0.033870343,0,1,0,0
0.01658596,0,1,0,0
0.029666993,0,1,0,0
0.073688296,0,1,0,0
0.053244155,0,1,0,0
0.04990168,0,1,0,0
0.035990133,0,1,0,0
0.02549427,0,1,0,0
0.037976578,0,1,0,0
0.033660985,0,1,0,0
0.039221126,0,1,0,0
0.018814194,0,1,0,0
0.035066308,0,1,0,0
0.025275266,0,1,0,0
0.032516954,0,1,0,0
0.012744208,0,1,0,0
0.009083177,0,1,0,0
0.020978573,0,1,0,0
0.010648584,0,1,0,0
0.003472328,0,1,0,0
0.014303473,0,1,0,0
0.006470106,0,1,0,0
0.015176463,0,1,0,0
0.013499494,0,1,0,0
0.022308813,0,1,0,0
0.022717651,0,1,0,0
0.006937077,0,1,0,0
0.022247886,0,1,0,0
0.01359169,0,1,0,0
0.028910883,0,1,0,0
0.013062973,0,1,0,0
0.01892869,0,1,0,0
0.022584111,0,1,0,0
0.018310169,0,1,0,0
0.026062571,0,1,0,0
0.01012189,0,1,0,0
0.014376244,0,1,0,0
0.017993268,0,1,0,0
0.020178258,0,1,0,0
0.017419423,0,1,0,0
0.006861434,0,1,0,0
0.00895329,0,1,0,0
0.023591819,0,1,0,0
0.015009255,0,1,0,0
0.024128287,0,1,0,0
0.006617036,0,1,0,0
0.014181011,0,1,0,0
0.017082566,0,1,0,0
0.017433266,0,1,0,0
0.029248671,0,1,0,0
0.015264195,0,1,0,0
0.017604429,0,1,0,0
0.004935722,0,1,0,0
0.013720365,0,1,0,0
0.013890351,0,1,0,0
0.017341603,0,1,0,0
0.014147451,0,1,0,0
0.003122938,0,1,0,0
0.010725189,0,1,0,0
0.004713746,0,1,0,0
0.013536951,0,1,0,0
0.006296433,0,1,0,0
0.013214969,0,1,0,0
0.01293132,0,1,0,0
0.025773449,0,1,0,0
0.028900072,0,1,0,0
0.015504867,0,1,0,0
0.010422333,0,1,0,0
0.020570963,0,1,0,0
0.036526983,0,1,0,0
0.020059,0,1,0,0
0.00428127,0,1,0,0
0.021439686,0,1,0,0
0.032174831,0,1,0,0
0.005216148,0,1,0,0
0.031370124,0,1,0,0
0.007435251,0,1,0,0
0.025743832,0,1,0,0
0.012046389,0,1,0,0
0.021486574,0,1,0,0
0.030220707,0,1,0,0
0.020334714,0,1,0,0
0.043429227,0,1,0,0
0.025454342,0,1,0,0
0.007789576,0,1,0,0
0.018742881,0,1,0,0
0.041745872,0,1,0,0
0.008886551,0,1,0,0
0.03569361,0,1,0,0
0.061099292,0,1,0,0
0.038857702,0,1,0,0
0.033355048,0,1,0,0
0.01519581,0,1,0,0
0.013926643,0,1,0,0
0.035423813,0,1,0,0
0.028930294,0,1,0,0
0.015269635,0,1,0,0
0.01294783,0,1,0,0
0.028714908,0,1,0,0
0.024292503,0,1,0,0
0.019380936,0,1,0,0
0.015982382,0,1,0,0
0.023816988,0,1,0,0
0.020330574,0,1,0,0
0.020233171,0,1,0,0
0.009787628,0,1,0,0
0.01471984,0,1,0,0
0.011594971,0,1,0,0
0.013782536,0,1,0,0
0.020587575,0,1,0,0
0.017291106,0,1,0,0
0.011532256,0,1,0,0
0.007719949,0,1,0,0
0.007415676,0,1,0,0
0.005453355,0,1,0,0
0.020790748,0,1,0,0
0.013767624,0,1,0,0
0.023419721,0,1,0,0
0.033693145,0,1,0,0
0.033389682,0,1,0,0
0.030017272,0,1,0,0
0.036388138,0,1,0,0
0.026629896,0,1,0,0
0.027420216,0,1,0,0
0.018597461,0,1,0,0
0.0121822,0,1,0,0
0.019470673,0,1,0,0
0.030297699,0,1,0,0
0.01325805,0,1,0,0
0.01065568,0,1,0,0
0.019392023,0,1,0,0
0.011134968,0,1,0,0
0.020681648,0,1,0,0
0.016478141,0,1,0,0
0.031822557,0,1,0,0
0.020210052,0,1,0,0
0.008685726,0,1,0,0
0.006989717,0,1,0,0
0.043186355,0,1,0,0
0.013174652,0,1,0,0
0.008495964,0,1,0,0
0.01840411,0,1,0,0
0.021836598,0,1,0,0
0.014513137,0,1,0,0
0.024662454,0,1,0,0
0.00848551,0,1,0,0
0.014017476,0,1,0,0
0.013053072,0,1,0,0
0.019241833,0,1,0,0
0.011315602,0,1,0,0
0.025491874,0,1,0,0
0.012423435,0,1,0,0
0.01679349,0,1,0,0
0.009018025,0,1,0,0
0.014108729,0,1,0,0
0.0094901,0,1,0,0
0.019777038,0,1,0,0
0.012926888,0,1,0,0
0.026091472,0,1,0,0
0.012647172,0,1,0,0
0.014388484,0,1,0,0
0.02510041,0,1,0,0
0.020916175,0,1,0,0
0.019447168,0,1,0,0
0.003289712,0,1,0,0
0.012280696,0,1,0,0
0.024844643,0,1,0,0
0.034597713,0,1,0,0
0.025320217,0,1,0,0
0.024408054,0,1,0,0
0.018740203,0,1,0,0
0.012069742,0,1,0,0
0.031240336,0,1,0,0
0.009325791,0,1,0,0
0.030558215,0,1,0,0
0.019464595,0,1,0,0
0.012225968,0,1,0,0
0.016064188,0,1,0,0
0.01015664,0,1,0,0
0.019768549,0,1,0,0
0.010375678,0,1,0,0
0.022349604,0,1,0,0
0.003380028,0,1,0,0
0.024598258,0,1,0,0
0.010643959,0,1,0,0
0.022977298,0,1,0,0
0.007671703,0,1,0,0
0.017114271,0,1,0,0
0.023738676,0,1,0,0
0.031662206,0,1,0,0
0.004980992,0,1,0,0
0.023117562,0,1,0,0
0.006183694,0,1,0,0
0.009014148,0,1,0,0
0.022409701,0,1,0,0
0.014721152,0,1,0,0
0.034443915,0,1,0,0
0.011383835,0,1,0,0
0.012412201,0,1,0,0
0.029536163,0,1,0,0
0.008386843,0,1,0,0
0.033106633,0,1,0,0
0.032331055,0,1,0,0
