idx,country,users,purpose,detailed_purpose,period,mass,site,contractor,min_lifetime,max_lifetime,date
1320,China,Government,Communications,,1436.1,2250.0,Xichang Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2011-07-11
1321,China,Government,Communications,,1436,2200.0,Xichang Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2012-07-25
1322,China,Government,Communications,,1436.1,2200.0,Xichang Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2016-11-22
1323,China,Government,Communications,,1436.05,,Xichang Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2016-08-05
1324,China,Government,Earth Observation/Communications,Automatic Identification System (AIS),94.31,67.0,Taiyuan Launch Center,National University of Defense Technology,,,2014-09-08
1325,China,Government,Technology Development,,93.73,20.0,Taiyuan Launch Center,National University of Defense Technology,,,2015-09-19
1326,China,Civil,Technology Development,,94.1,3.0,Jiuquan Satellite Launch Center,Nanjing University of Aeronautics and Astronautics/Shanghai Engineering Center for Microsatellites,,,2015-09-24
1327,China,Civil,Technology Development,,94.1,3.0,Jiuquan Satellite Launch Center,Nanjing University of Aeronautics and Astronautics/Shanghai Engineering Center for Microsatellites,,,2015-09-24
1328,China,Civil,Technology Development,,94.12,5.0,Jiuquan Satellite Launch Center,Nanjing University of Aeronautics and Astronautics/Shanghai Engineering Center for Microsatellites,,,2015-09-24
1329,Iraq,Civil,Earth Observation,Earth Science,97.82,1.0,Dombarovsky Air Base,La Sapienza University of Rome,,,2014-06-19
1330,United States,Government/Civil,Space Science,,97,587.0,Vandenberg AFB,"Applied Physics Laboratory, Johns Hopkins",2.0,2.0,2001-12-07
1331,Switzerland,Civil,Technology Development,,97.1,1.0,Satish Dhawan Space Center,Scuola Universitaria Professionale della Svizzera Italiana - Dipartimento Tecnologie Innovative ,,,2010-07-12
1332,China,Government,Technology Development,,1436.03,,Xichang Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2015-09-12
1333,Bolivia,Government,Communications,,1436.07,5000.0,Xichang Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2013-12-20
1334,United States,Military,Earth Observation,Electronic Intelligence,709.61,8000.0,Cape Canaveral,Boeing Satellite Systems,,,1997-11-08
1335,Russia,Military,Earth Observation,Electronic Intelligence,102,3200.0,Baikonur Cosmodrome,KB Yuznoye,,,2007-06-29
1336,Japan,Civil,Earth Observation,Earth Science,95.38,49.0,Dombarovsky Air Base,"Tokyo Institute of Technology, Tokyo University of Science and JAXA",,,2014-11-06
1337,Austria,Civil,Technology Development,,100.3,14.0,Satish Dhawan Space Center,University of Toronto Institute for Aerospace Studies (UTIAS),,,2013-02-25
1338,Turkmenistan/Monaco,Government/Commercial,Communications,,1432.69,4700.0,Cape Canaveral,Thales Alenia Space,15.0,15.0,2015-04-27
1339,Turkey,Commercial,Communications,,1436.06,3100.0,Guiana Space Center,Thales Alenia Space,,,2008-06-12
1340,Turkey,Commercial,Communications,,1436.08,4869.0,Baikonur Cosmodrome,Mitsubishi Electric Corporation,15.0,15.0,2014-02-14
1341,Turkey,Commercial,Communications,,1436.57,5000.0,Baikonur Cosmodrome,Mitsubishi Electric Corporation,15.0,15.0,2015-10-16
1342,United States,Military,Communications,,1436.1,3200.0,Cape Canaveral,Boeing Satellite Systems,4.0,4.0,1999-11-24
1343,United States,Military,Communications,,1436.1,3200.0,Cape Canaveral,Boeing Satellite Systems,4.0,4.0,2003-12-18
1344,United States,Military,Communications,,1436.12,3200.0,Cape Canaveral,Boeing Satellite Systems,,,1993-09-03
1345,United States,Military,Communications,,1435.22,3200.0,Cape Canaveral,Boeing Satellite Systems,4.0,4.0,1995-01-29
1346,United States,Military,Communications,,1436.12,3200.0,Cape Canaveral,Boeing Satellite Systems,4.0,4.0,1995-10-22
1347,United States,Military,Communications,,1436.11,3200.0,Cape Canaveral,Boeing Satellite Systems,4.0,4.0,1996-07-25
1348,United States,Military,Communications,,1435.94,3206.0,Cape Canaveral,Boeing Satellite Systems,4.0,4.0,1998-03-16
1349,United Kingdom,Government,Earth Observation,Optical Imaging,98,97.0,Baikonur Cosmodrome,Surrey Satellite Technology Ltd. (SSTL),5.0,5.0,2009-07-29
1350,United Kingdom,Government,Technology Development,,97.27,3.0,Baikonur Cosmodrome,Clyde Space,,,2014-07-08
1351,Japan,Civil,Earth Observation,Optical Imaging,97.2,50.0,Tanegashima Space Center,Wakayama University and other Japanese universities,,,2014-05-24
1352,Germany,Civil,Communications,,97.6,1.0,Dombarovsky Air Base,University of Wurzburg,,,2013-11-21
1353,United States,Government,Earth Observation,Earth Science,539.06,648.0,Cape Canaveral,Johns Hopkins University Applied Physics Laboratory,,,2012-08-30
1354,United States,Government,Earth Observation,Earth Science,541.4,666.0,Cape Canaveral,Johns Hopkins University Applied Physics Laboratory,,,2012-08-30
1355,Singapore,Civil,Technology Development,,97.7,4.0,Satish Dhawan Space Center,Nanyang Technological University,,,2014-06-30
1356,Singapore,Civil,Technology Development,,95.48,13.0,Satish Dhawan Space Center,Nanyang Technological University,,,2015-12-16
1357,Singapore,Civil,Technology Development,,95.48,123.0,Satish Dhawan Space Center,Nanyang Technological University,,,2015-12-16
1358,Venezuela,Government,Communications,,1436.1,5100.0,Xichang Satellite Launch Center,China Academy of Space Technology (CAST),15.0,15.0,2008-10-29
1359,United States,Commercial,Communications,,1436.09,6740.0,Baikonur Cosmodrome,Space Systems/Loral,15.0,15.0,2011-10-19
1360,Vietnam,Government,Communications,,1436.1,2600.0,Guiana Space Center,Lockheed Martin Commercial Space Systems,15.0,15.0,2008-04-18
1361,Vietnam,Government,Communications,,1434.69,2970.0,Guiana Space Center,Lockheed Martin Commercial Space Systems,15.0,15.0,2012-05-15
1362,Vietnam,Government,Earth Observation,Optical Imaging,98.43,115.0,Guiana Space Center,EADS Astrium,5.0,5.0,2013-05-07
1363,Venezuela,Government,Earth Observation,Optical Imaging,97.48,880.0,Jiuquan Satellite Launch Center,China Academy of Space Technology (CAST),5.0,5.0,2012-09-28
1364,United States,Military,Communications,,1436.1,5900.0,Cape Canaveral,Boeing Integrated Defense Systems,,,2007-10-11
1365,United States,Military,Communications,,1436.12,5987.0,Cape Canaveral,Boeing Satellite Systems,,,2009-04-04
1366,United States,Military,Communications,,1436.1,5990.0,Cape Canaveral,Boeing Satellite Systems,,,2009-12-06
1367,United States,Military,Communications,,1436.1,5990.0,Cape Canaveral,Boeing Satellite Systems,,,2012-01-20
1368,United States,Military,Communications,,1436.1,5990.0,Cape Canaveral,Boeing Satellite Systems,,,2013-05-25
1369,United States,Military,Communications,,1436.1,5990.0,Cape Canaveral,Boeing Satellite Systems,,,2013-08-08
1370,United States,Military,Communications,,1436.1,5990.0,Cape Canaveral,Boeing Satellite Systems,,,2015-07-24
1371,United States,Military,Communications,,1436.1,5990.0,Cape Canaveral,Boeing Satellite Systems,,,2016-12-07
1372,United States,Commercial,Communications,,1436.1,4735.0,Guiana Space Center,Space Systems/Loral,12.0,12.0,2006-12-08
1373,Japan,Commercial,Earth Observation,Optical Imaging,99.2,10.0,Dombarovsky Air Base,Axelspace,2.0,2.0,2013-11-21
1374,United States,Commercial,Earth Observation,Optical Imaging,94.50,4500.0,Vandenberg AFB,Ball Aerospace,7.25,7.25,2007-09-18
1375,United States,Commercial,Earth Observation,Optical Imaging,100.20,2800.0,Vandenberg AFB,Ball Aerospace,,,2009-10-08
1376,United States,Commercial,Earth Observation,Optical Imaging/Infrared Imaging,96.96,2800.0,Vandenberg AFB,Ball Aerospace,10.0,12.0,2014-08-13
1377,United States,Commercial,Earth Observation,Optical Imaging,96.90,2485.0,Vandenberg AFB,Lockheed Martin Missiles and Space,10.0,10.0,2016-11-11
1378,Germany,Commercial,Technology Development,,97.30,3.0,Dombarovsky Air Base,StaKoDo UG,,,2013-11-21
1379,United States,Military,Technology Development,,90.83,4990.0,Cape Canaveral,Boeing,,,2015-05-20
1380,China,Government,Technology Development,,95.23,1.0,Taiyuan Launch Center,National University of Defense Technology,,,2015-09-19
1381,China,Government,Technology Development,,95.23,1.0,Taiyuan Launch Center,National University of Defense Technology,,,2015-09-19
1382,China,Government,Technology Development,,95.23,1.0,Taiyuan Launch Center,National University of Defense Technology,,,2015-09-19
1383,China,Government,Technology Development,,95.23,1.0,Taiyuan Launch Center,National University of Defense Technology,,,2015-09-19
1384,China,Government,Technology Development,,94.51,,Taiyuan Launch Center,Chinese Academy of Space Technology (CAST),,,2012-11-18
1385,United States,Commercial,Communications,,1436.1,4703.0,Sea Launch (Odyssey),Boeing Satellite Systems,15.0,15.0,2005-03-01
1386,United States,Commercial,Communications,,1436.09,5193.0,Sea Launch (Odyssey),Boeing Satellite Systems,15.0,15.0,2006-10-30
1387,ESA,Government,Space Science,,"2,872.15",3764.0,Guiana Space Center,Dornier Systems (and 46 subcontractors),2.0,10.0,1999-12-10
1388,China,Government,Technology Development,,94.68,240.0,Jiuquan Satellite Launch Center,China Aerospace Science and Technology Corp.,,,2016-11-09
1389,Singapore,Government,Earth Observation,Optical Imaging,101.1,91.0,Satish Dhawan Space Center,Centre for Research in Satellite Technology (CREST),3.0,3.0,2011-04-20
1390,Spain,Military/Government,Communications,,1436.06,3631.0,Guiana Space Center,Space Systems/Loral,15.0,15.0,2005-02-12
1391,China,Civil,Communications,,109.40,60.0,Taiyuan Launch Center,DFH Satellite,,,2009-12-15
1392,China,Civil,Communications,,95.17,25.0,Taiyuan Launch Center,DFH Satellite/CAMSAT,,,2015-09-19
1393,China,Civil,Communications,,95.22,10.0,Taiyuan Launch Center,DFH Satellite/CAMSAT,,,2015-09-19
1394,China,Civil,Communications,,95.21,10.0,Taiyuan Launch Center,DFH Satellite/CAMSAT,,,2015-09-19
1395,China,Civil,Communications,,95.22,10.0,Taiyuan Launch Center,DFH Satellite/CAMSAT,,,2015-09-19
1396,China,Civil,Communications,,95.20,2.0,Taiyuan Launch Center,DFH Satellite/CAMSAT,,,2015-09-19
1397,China,Civil,Communications,,95.23,2.0,Taiyuan Launch Center,DFH Satellite/CAMSAT,,,2015-09-19
1398,United Arab Emirates,Military/Commercial,Communications,,1435.92,5953.0,Guiana Space Center,Astrium/Thales Alenia Space,15.0,15.0,2011-04-22
1399,United Arab Emirates,Military/Commercial,Communications,,1436.07,6000.0,Baikonur Cosmodrome,Astrium/Thales Alenia Space,,,2012-04-23
1400,Russia,Commercial,Communications,,1436.06,1320.0,Baikonur Cosmodrome,Rocket-Space Corporation Energia/Alcatel,12.0,12.0,2003-11-24
1401,Russia,Commercial,Communications,,1435.76,1640.0,Baikonur Cosmodrome,OAO Reseteneva,,,2012-11-02
1402,Russia,Commercial,Communications,,1436.33,2976.0,Baikonur Cosmodrome,ISS-Reshetnev,15.0,15.0,2014-12-15
1403,Russia,Commercial,Communications,,1436.11,4463.0,Baikonur Cosmodrome,Thales,11.0,11.0,2012-12-08
1404,China,Military,Earth Observation,,97.2,,Taiyuan Launch Center,Shanghai Academy of Satellite Technology (SAST),,,2010-08-09
1405,China,Military,Earth Observation,,97.7,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2010-09-22
1406,China,Military,Earth Observation,,94.4,,Taiyuan Launch Center,Chinese Academy of Space Technology (CAST),,,2011-11-09
1407,China,Military,Earth Observation,,94.8,,Taiyuan Launch Center,Shanghai Academy of Satellite Technology (SAST),,,2011-11-29
1408,China,Military,Earth Observation,,94.1,,Taiyuan Launch Center,Chinese Academy of Space Technology (CAST),,,2012-05-10
1409,China,Military,Earth Observation,,109.5,1040.0,Taiyuan Launch Center,Shanghai Academy of Satellite Technology (SAST),,,2012-05-29
1410,China,Military,Earth Observation,Electronic Intelligence,106.93,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2012-11-25
1411,China,Military,Earth Observation,Electronic Intelligence,106.93,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2012-11-25
1412,China,Military,Earth Observation,Electronic Intelligence,106.33,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2012-11-25
1413,China,Military,Earth Observation,Electronic Intelligence,107.12,,Jiuquan Satellite Launch Center,Shanghai Academy of Satellite Technology (SAST),,,2013-09-01
1414,China,Military,Earth Observation,Electronic Intelligence,107.13,,Jiuquan Satellite Launch Center,Shanghai Academy of Satellite Technology (SAST),,,2013-09-01
1415,China,Military,Earth Observation,Electronic Intelligence,105.14,,Jiuquan Satellite Launch Center,Shanghai Academy of Satellite Technology (SAST),,,2013-09-01
1416,China,Military,Earth Observation,,94.84,,Taiyuan Launch Center,Shanghai Academy of Satellite Technology (SAST),,,2013-10-29
1417,China,Military,Earth Observation,,109.51,,Taiyuan Launch Center,Shanghai Academy of Satellite Technology (SAST),,,2013-11-20
1418,China,Military,Earth Observation,Electronic Intelligence,107.05,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2014-08-09
1419,China,Military ,Earth Observation,Electronic Intelligence,107.05,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2014-08-09
1420,China,Military,Earth Observation,Electronic Intelligence,107.05,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2014-08-09
1421,China,Military,Earth Observation,,94.35,,Taiyuan Launch Center,Chinese Academy of Space Technology (CAST),,,2014-09-08
1422,China,Military,Earth Observation,,109.48,,Taiyuan Launch Center,Shanghai Academy of Satellite Technology (SAST),,,2014-10-20
1423,China,Military,Earth Observation,,94.67,,Taiyuan Launch Center,Shanghai Academy of Satellite Technology (SAST),,,2014-11-14
1424,China,Military,Earth Observation,,97.55,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2014-11-20
1425,China,Military,Earth Observation,Electronic Intelligence,107.12,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2014-12-10
1426,China,Military,Earth Observation,Electronic Intelligence,107.01,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2014-12-10
1427,China,Military,Earth Observation,Electronic Intelligence,107.31,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2014-12-10
1428,China,Military,Earth Observation,,94.39,,Taiyuan Launch Center,Chinese Academy of Space Tecnology (CAST),,,2014-12-27
1429,China,Military,Earth Observation,Optical Imaging,109.4,,Taiyuan Launch Center,Chinese Academy of Space Technology (CAST),,,2015-08-27
1430,China,Military,Earth Observation,Optical Imaging,94.02,1040.0,Taiyuan Launch Center,CAST/Changchun Light Technology Institute,,,2015-11-08
1431,China,Military,Earth Observation,Radar Imaging,97.28,1040.0,Taiyuan Launch Center,CAST/Changchun Light Technology Institute,,,2015-11-26
1432,China,Military,Earth Observation,,97.57,2700.0,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2016-05-15
1433,China,Government,Earth Observation,,97.7,2700.0,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2008-12-01
1434,China,Government,Earth Observation,,94.9,1800.0,Taiyuan Launch Center,Shanghai Academy of Satellite Technology (SAST),,,2009-04-22
1435,China,Government,Earth Observation,,97.7,2700.0,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2009-12-09
1436,China,Government,Earth Observation,,109.4,,Taiyuan Launch Center,Shanghai Academy of Satellite Technology (SAST),,,2009-12-15
1437,China,Government,Earth Observation,Electronic Intelligence,107.1,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2010-03-05
1438,China,Government,Earth Observation,Electronic Intelligence,107.1,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2010-03-05
1439,China,Government,Earth Observation,Electronic Intelligence,107.1,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2010-03-05
1440,India,Government,Space Science,,101.2,92.0,Satish Dhawan Space Center,Indian Space Research Organization (ISRO),2.0,2.0,2011-04-20
1441,Russia,Civil,Technology Development,,115.8,45.0,Plesetsk Cosmodrome,OAO ISS,,,2008-05-23
1442,China,Government,Earth Observation,Meteorology/Earth Science,100.2,,Jiuquan Satellite Launch Center,Shanghai Academy of Satellite Technology (SAST),,,2016-11-11
1443,China,Military,Earth Observation,Optical Imaging,96.3,,Taiyuan Launch Center,Chinese Academy of Space Technology (CAST),3.0,5.0,2004-11-04
1444,China,Civil,Space Science,,97.4,4.0,Jiuquan Satellite Launch Center,Zhejiang University,,,2010-09-22
1445,China,Civil,Space Science,,97.5,4.0,Jiuquan Satellite Launch Center,Zhejiang University,,,2010-09-22
1446,China,Civil,Technology Development,,95.15,12.0,Taiyuan Launch Center,Zhejiang University,,,2015-09-19
1447,China,Civil,Technology Development,,95.16,12.0,Taiyuan Launch Center,Zhejiang University,,,2015-09-19
1448,China,Government,Communications,,1436.05,5000.0,Xichang Satellite Launch Center,Chinese Academy of Space Technology (CAST),15.0,15.0,2011-06-20
1449,China,Government,Communications,,1435.92,5500.0,Xichang Satellite Launch Center,Thales Alenia Space,,,2012-11-27
1450,China,Military,Communications,,1436.13,5200.0,Xichang Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2011-09-18
