date,country,users,purpose,detailed_purpose,period,mass,launch,lifetime,site,contractor,min_lifetime,max_lifetime,date
2009-05-16,USA,Commercial,Communications,,1436.1,"4,007",5/16/09,15 yrs.,Baikonur Cosmodrome,Boeing Satellite Systems,15.0,15.0,2009-05-16
2013-12-03,USA,Commercial,Communications,,1436.07,"3,138",12/3/13,15 yrs.,Cape Canaveral,Orbital Sciences Corp.,15.0,15.0,2013-12-03
2016-03-04,USA,Commercial,Communications,,1436.2,"5,271",3/4/16,15 yrs.,Cape Canaveral,Boeing Satellite Systems,15.0,15.0,2016-03-04
2009-11-12,China,Government,Space Science,,98.7,,11/12/09,3 yrs.,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST)/ DFH Satellite,3.0,3.0,2009-11-12
2011-07-29,China,Government,Technology Development,,98.7,,7/29/11,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST/DFH Satellite,,,2011-07-29
2011-07-06,China,Government,Technology Development,,98.7,,7/6/11,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST)/DFH Satellite,,,2011-07-06
2013-07-15,China,Government,Technology Development,,98.7,,7/15/13,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2013-07-15
2014-03-31,China,Government,Technology Development,,98.69,,3/31/14,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2014-03-31
2014-09-28,China,Government,Technology Development,,98.69,,9/28/14,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2014-09-28
2014-10-27,China,Government,Technology Development,,98.6,,10/27/14,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2014-10-27
2010-06-15,China,Government,Technology Development,,96.5,,6/15/10,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2010-06-15
2013-07-19,China,Government,Technology Development,,98.08,,7/19/13,,Taiyuan Launch Center,Chinese Academy of Space Technology (CAST),,,2013-07-19
2013-10-25,China,Government,Technology Development,,96.85,,10/25/13,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2013-10-25
2016-06-29,China,Government,Technology Development,,96.81,,6/29/16,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2016-06-29
2016-11-03,China,Government,Technology Development,,1435.8,"3,800",11/3/16,,Wenchang Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2016-11-03
2004-09-08,China,Government,Space Science,,96.5,,9/8/04,2 yrs.,Taiyuan Launch Center,Shanghai Academy of Space Flight Technology/Dongfanghong Satellite Co.,2.0,2.0,2004-09-08
2004-09-08,China,Government,Space Science,,96.5,,9/8/04,2 yrs.,Taiyuan Launch Center,Shanghai Academy of Space Flight Technology/Dongfanghong Satellite Co.,2.0,2.0,2004-09-08
2006-10-23,China,Government,Space Science,,96.5,,10/23/06,,Taiyuan Launch Center,Chinese Academy of Space Technology (CAST)/DFH Satellite,,,2006-10-23
2006-10-23,China,Government,Space Science,,96.6,,10/23/06,,Taiyuan Launch Center,Chinese Academy of Space Technology (CAST)/DFH Satellite,,,2006-10-23
2008-10-25,China,Government,Space Science,,96.6,,10/25/08,3 yrs.,Taiyuan Launch Center,Shanghai Academy of Space Flight Technology/Dongfanghong Satellite Co.,3.0,3.0,2008-10-25
2008-10-25,China,Government,Space Science,,96.5,,10/25/08,3 yrs.,Taiyuan Launch Center,Shanghai Academy of Space Flight Technology/Dongfanghong Satellite Co.,3.0,3.0,2008-10-25
2010-10-06,China,Government,Earth Observation,,96.6,,10/6/10,,Taiyuan Launch Center,Chinese Academy of Space Technology (CAST)/DFH Satellite,,,2010-10-06
2010-10-06,China,Government,Earth Observation,,96.6,,10/6/10,,Taiyuan Launch Center,Chinese Academy of Space Technology (CAST)/DFH Satellite,,,2010-10-06
2005-07-05,China,Government,Space Science,,95.9,,7/5/05,3 yrs.,Jiuquan Satellite Launch Center,Shanghai Academy of Space Flight Technology/Dongfanghong Satellite Co.,3.0,3.0,2005-07-05
2012-10-14,China,Government,Technology Development,,97.44,,10/14/12,,Taiyuan Launch Center,Shanghai Academy of Space Flight Technology/Dongfanghong Satellite Co.,,,2012-10-14
2012-10-14,China,Government,Technology Development,,97.46,,10/14/12,,Taiyuan Launch Center,Shanghai Academy of Space Flight Technology/Dongfanghong Satellite Co.,,,2012-10-14
2004-04-18,China,Government,Earth Observation,,96.6,204,4/18/04,,Xichang Satellite Launch Center,Chinese Research Institute of Space Technology/Changchun Photomechanical Institute (CAS),,,2004-04-18
2008-11-05,China,Government,Earth Observation,,100.8,300,11/5/08,,Jiuquan Satellite Launch Center,Harbin Institute of Technology,,,2008-11-05
2011-11-20,China,Government,Earth Observation,,100.7,300,11/20/11,,Jiuquan Satellite Launch Center,CAST/DFH Satellite/HIT,,,2011-11-20
2013-11-25,China,Government,Earth Observation,,99.7,204,11/25/13,,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2013-11-25
2013-07-19,China,Military,Technology Development,,98.15,,7/19/13,,Taiyuan Launch Center,Chinese Academy of Space Technology (CAST),,,2013-07-19
2001-02-07,Italy,Military,Communications,,1436.06,"2,596",2/7/01,10-12 yrs.,Guiana Space Center,Alenia Spazio,10.0,12.0,2001-02-07
2009-04-20,Italy,Military/Commercial,Communications,,1436.52,"3,038",4/20/09,10-12 yrs.,Sea Launch (Odyssey),Thales Alenia Space Italia,10.0,12.0,2009-04-20
2015-04-26,France/Italy,Military,Communications,,1436,"4,400",4/26/15,15 yrs.,Guiana Space Center,Thales Alenia Space,15.0,15.0,2015-04-26
2005-10-27,Iran,Government,Communications,,98.6,170,10/27/05,3 yrs.,Plesetsk Cosmodrome,Polyot,3.0,3.0,2005-10-27
2015-10-08,USA,Commercial,Technology Demonstration,,97.67,2,10/8/15,,Cape Canaveral,SRI International,,,2015-10-08
2015-10-08,USA,Commercial,Technology Demonstration,,97.66,2,10/8/15,,Cape Canaveral,SRI International,,,2015-10-08
2010-09-04,China,Commercial,Communications,,1436.1,"5,000",9/4/10,15 yrs.,Xichang Satellite Launch Center,Chinese Academy of Space Technology (CAST),15.0,15.0,2010-09-04
2000-06-30,USA,Commercial,Communications,,1418.5,"3,727",6/30/00,15 yrs.,Baikonur Cosmodrome,Space Systems/Loral,15.0,15.0,2000-06-30
2000-09-05,USA,Commercial,Communications,,1148.43,"3,792",9/5/00,15 yrs.,Baikonur Cosmodrome,Space Systems/Loral,15.0,15.0,2000-09-05
2000-11-30,USA,Commercial,Communications,,994.83,"3,727",11/30/00,15 yrs.,Baikonur Cosmodrome,Space Systems/Loral,15.0,15.0,2000-11-30
2007-11-17,Sweden,Commercial,Communications,,1436.1,"4,400",11/17/07,15 yrs.,Baikonur Cosmodrome,Lockheed Martin Commercial Space Systems,15.0,15.0,2007-11-17
2009-06-30,USA,Commercial,Communications,,1436,"5,800",6/30/09,15 yrs.,Baikonur Cosmodrome,Space Systems/Loral,15.0,15.0,2009-06-30
2013-10-25,USA,Commercial,Communications,,1436.16,"6,020",10/25/13,15 yrs.,Baikonur Cosmodrome,Space Systems/Loral,15.0,15.0,2013-10-25
2010-10-14,USA,Commercial,Communications,,1436.12,"5,983",10/14/10,15  yrs.,Baikonur Cosmodrome,Space Systems/Loral,15.0,15.0,2010-10-14
2015-05-27,Mexico,Commercial,Communications,,1436,"3,180",5/27/15,18 yrs.,Guiana Space Center,Orbital ATK,18.0,18.0,2015-05-27
2015-09-30,Australia,Commercial,Communications,,1434.76,"6,440",9/30/15,15 yrs.,Guiana Space Center,Space Systems/Loral,15.0,15.0,2015-09-30
2016-10-05,Australia,Commercial,Communications,,1436.1,"6,405",10/5/16,15 yrs.,Guiana Space Center,Space Systems/Loral,15.0,15.0,2016-10-05
1990-08-30,United Kingdom,Military,Communications,,1436.07,"1,474",8/30/90,7 yrs.,Guiana Space Center,Astrium,7.0,7.0,1990-08-30
1999-02-26,United Kingdom,Military,Communications,,1436.06,"1,510",2/26/99,7 yrs.,Guiana Space Center,Astrium,7.0,7.0,1999-02-26
2001-02-07,United Kingdom,Military,Communications,,1436.15,"1,510",2/7/01,7 yrs.,Guiana Space Center,Astrium,7.0,7.0,2001-02-07
2007-03-11,United Kingdom,Military,Communications,,1436.1,"4,700",3/11/07,15 yrs.,Guiana Space Center,EADS Astrium,15.0,15.0,2007-03-11
2007-11-14,United Kingdom,Military,Communications,,1436.1,"4,635",11/14/07,15 yrs.,Guiana Space Center,EADS Astrium,15.0,15.0,2007-11-14
2008-06-12,United Kingdom,Military,Communications,,1436.1,"4,600",6/12/08,,Guiana Space Center,EADS Astrium,,,2008-06-12
2012-12-19,United Kingdom,Military,Communications,,1436.24,"4,638",12/19/12,15 yrs.,Guiana Space Center,EADS Astrium,15.0,15.0,2012-12-19
2013-11-21,USA,Commercial,Earth Observation,Optical Imaging,96.34,,11/21/13,,Dombarovsky Air Base,Skybox Imaging,,,2013-11-21
2014-07-08,USA,Commercial,Earth Observation,Optical Imaging,97.31,90,7/8/14,,Baikonur Cosmodrome,Skybox Imaging,,,2014-07-08
2016-06-22,USA,Commercial,Earth Observation,Optical Imaging,94.78,110,6/22/16,,Satish Dhawan Space Center,Space Systems/Loral,,,2016-06-22
2016-09-16,USA,Commercial,Earth Observation,Optical Imaging,94.64,110,9/16/16,,Guiana Space Center,Space Systems/Loral,,,2016-09-16
2016-09-16,USA,Commercial,Earth Observation,Optical Imaging,94.64,110,9/16/16,,Guiana Space Center,Space Systems/Loral,,,2016-09-16
2016-09-16,USA,Commercial,Earth Observation,Optical Imaging,94.64,110,9/16/16,,Guiana Space Center,Space Systems/Loral,,,2016-09-16
2016-09-16,USA,Commercial,Earth Observation,Optical Imaging,94.65,110,9/16/16,,Guiana Space Center,Space Systems/Loral,,,2016-09-16
2010-11-14,USA,Commercial,Communications,,1436.09,"5,360",11/14/10,15 yrs.,Baikonur Cosmodrome,Boeing Satellite Systems,15.0,15.0,2010-11-14
1996-05-12,USA,Military,Communications,,240,,5/12/96,,Vandenberg AFB,National Reconnaissance Laboratory,,,1996-05-12
2015-01-31,USA,Government,Earth Observation,Earth Science,98.21,,1/31/15,3 yrs.,Vandenberg AFB,Jet Propulsion Laboratory (NASA),3.0,3.0,2015-01-31
2012-09-13,USA,Military,Technology Development,,97.5,5,9/13/12,,Vandenberg AFB,Miltec,,,2012-09-13
2012-09-13,USA,Military,Technology Development,,97.4,3,9/13/12,,Vandenberg AFB,Miltec,,,2012-09-13
2013-12-06,USA,Military,Technology Development,,98,5,12/6/13,,Vandenberg AFB,Miltec,,,2013-12-06
2013-12-06,USA,Military,Technology Development,,98,5,12/6/13,,Vandenberg AFB,Miltec,,,2013-12-06
2009-11-02,ESA,Government,Earth Observation,Earth Science,100,658,11/2/09,3+ yrs.,Plesetsk Cosmodrome,Thales Alenia Space,3.0,3.0,2009-11-02
2015-10-08,USA,Military,Technology Development,,97.68,5,10/8/15,,Cape Canaveral,US Army Space and Missile Defense Command,,,2015-10-08
2015-10-08,USA,Military,Technology Development,,97.69,5,10/8/15,,Cape Canaveral,US Army Space and Missile Defense Command,,,2015-10-08
2015-10-08,USA,Military,Technology Development,,97.67,5,10/8/15,,Cape Canaveral,US Army Space and Missile Defense Command,,,2015-10-08
2013-12-06,USA,Military,Communications,,98,,12/6/13,,Vandenberg AFB,Naval Post-Graduate School,,,2013-12-06
2014-05-24,Japan,Commercial,Technology Development,,97.17,48,5/24/14,,Tanegashima Space Center,"Advanced Engineering Services Company, Ltd.",,,2014-05-24
2009-01-23,Japan,Civil,Technology Development,,98,50,1/23/09,,Tanegashima Space Center,Space Oriented Higashiosaka Leading Association,,,2009-01-23
2003-01-25,USA,Government/Civil,Space Science,,97,315,1/25/03,6 yrs.,Cape Canaveral,Orbital Sciences Corp.,6.0,6.0,2003-01-25
2007-08-14,USA,Commercial,Communications,,1436.1,"6,100",8/14/07,12 yrs.,Guiana Space Center,Boeing Satellite Systems,12.0,12.0,2007-08-14
2005-04-26,USA,Commercial,Communications,,1436.1,"5,993",4/26/05,12.6 yrs.,Sea Launch (Odyssey),Boeing Satellite Systems,12.6,12.6,2005-04-26
2005-11-16,USA,Commercial,Communications,,1436.1,"5,993",11/16/05,12.6 yrs.,Guiana Space Center,Boeing Satellite Systems,12.6,12.6,2005-11-16
2006-03-11,Spain,Military,Communications,,1436.1,"3,680",3/11/06,,Guiana Space Center,Space Systems/Loral,,,2006-03-11
2016-12-21,China,Government,Earth Observation,Hyperspectral Imaging,98.94,50,12/21/16,,Jiuquan Satellite Launch Center,Shanghai Engineering Center for Microsatellites,,,2016-12-21
2016-12-21,China,Government,Earth Observation,Hyperspectral Imaging,98.96,50,12/21/16,,Jiuquan Satellite Launch Center,Shanghai Engineering Center for Microsatellites,,,2016-12-21
2011-07-18,Multinational,Government,Space Science,,8 days,"3,660",7/18/11,5+ yrs.,Baikonur Cosmodrome,Lavochkin,5.0,5.0,2011-07-18
2014-11-28,USA,Military,Technology Development,,92.81,50,11/28/14,,International Space Station,U.S. Naval Research Laboratory,,,2014-11-28
2009-02-11,France,Military,Technology Development,Infrared Imaging,547,117,2/11/09,,Guiana Space Center,EADS Astrium,,,2009-02-11
2009-02-11,France,Military,Technology Development,Infrared Imaging,314,117,2/11/09,,Guiana Space Center,EADS Astrium,,,2009-02-11
2012-09-09,France/Belgium/Sweden,Commercial,Earth Observation,Optical Imaging,98.73,720,9/9/12,10 yrs.,Satish Dhawan Space Center,EADS Astrium,10.0,10.0,2012-09-09
2014-06-30,France/Belgium/Sweden,Commercial,Earth Observation,Optical Imaging,97.77,714,6/30/14,10 yrs.,Satish Dhawan Space Center,Airbus Defense and Space,10.0,10.0,2014-06-30
2014-05-24,Japan,Civil,Technology Development,,97.13,7,5/24/14,,Tanegashima Space Center,Nihon University,,,2014-05-24
2011-10-12,India,Civil,Technology Development,,102.1,11,10/12/11,1 yr.,Satish Dhawan Space Center,SRM University,1.0,1.0,2011-10-12
2011-12-17,Chile,Government/Military,Earth Observation,Optical Imaging,97.2,117,12/17/11,,Guiana Space Center,Astrium,,,2011-12-17
2011-05-20,Singapore/Taiwan,Commercial,Communications,,1436.12,"5,090",5/20/11,15 yrs.,Guiana Space Center,Mitsubishi Electric Corporation,15.0,15.0,2011-05-20
2007-11-14,Brazil,Commercial,Communications,,1436,"4,100",11/14/07,15 yrs.,Guiana Space Center,Thales Alenia Space,15.0,15.0,2007-11-14
2008-04-18,Brazil,Commercial,Communications,,1436.1,"4,100",4/18/08,,Guiana Space Center,Thales Alenia Space,,,2008-04-18
2012-11-10,Brazil,Commercial,Communications,,1437.78,"3,225",11/10/12,15 yrs.,Guiana Space Center,Orbital Sciences Corp.,15.0,15.0,2012-11-10
2015-07-15,Brazil,Commercial,Communications,,1436.1,"5,634",7/15/15,15 yrs.,Guiana Space Center,Space Systems/Loral,15.0,15.0,2015-07-15
2016-12-21,Brazil,Commercial,Communications,,1434.7,"6,433",12/21/16,15 yrs.,Guiana Space Center,Space Systems/Loral,15.0,15.0,2016-12-21
2013-11-19,USA,Military,Space Science,,94.6,3,11/19/13,,Wallops Island Flight Facility,Lawrence Livermore National Laboratory,,,2013-11-19
2009-01-23,Japan,Civil,Technology Development,,97.88,7,1/23/09,,Tanegashima Space Center,Kagawa University,,,2009-01-23
2016-12-19,Japan,Civil,Technology Development,,92.62,,12/19/16,,International Space Station,Shizuoka University,,,2016-12-19
2010-11-20,USA,Military,Technology Development,,97.73,180,11/20/10,1 yr.,Kodiak Launch Complex,Ball Aerospace,1.0,1.0,2010-11-20
2013-11-19,USA,Military,Technology Development,,94.66,137,11/19/13,3 yrs.,Wallops Island Flight Facility,Ball Aerospace,3.0,3.0,2013-11-19
2013-02-25,United Kingdom,Commercial,Technology Development,,100.4,4,2/25/13,,Satish Dhawan Space Center,Surrey Satellite Technology Limited (SSTL),,,2013-02-25
2001-12-27,Russia,Military,Communications,,114.2,225,12/27/01,3 yrs.,Plesetsk Cosmodrome,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),3.0,3.0,2001-12-27
2001-12-27,Russia,Military,Communications,,114.2,225,12/27/01,3 yrs.,Plesetsk Cosmodrome,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),3.0,3.0,2001-12-27
2002-07-08,Russia,Military,Communications,,115.7,225,7/8/02,3 yrs.,Plesetsk Cosmodrome,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),3.0,3.0,2002-07-08
2002-07-08,Russia,Military,Communications,,115.7,225,7/8/02,3 yrs.,Plesetsk Cosmodrome,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),3.0,3.0,2002-07-08
2003-08-19,Russia,Military,Communications,,115.7,225,8/19/03,3 yrs.,Plesetsk Cosmodrome,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),3.0,3.0,2003-08-19
2003-08-19,Russia,Military,Communications,,115.6,225,8/19/03,3 yrs.,Plesetsk Cosmodrome,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),3.0,3.0,2003-08-19
2004-09-23,Russia,Military,Communications,,115.5,225,9/23/04,3 yrs.,Plesetsk Cosmodrome,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),3.0,3.0,2004-09-23
2004-09-23,Russia,Military,Communications,,115.6,225,9/23/04,3 yrs.,Plesetsk Cosmodrome,NPO/PM - Scientific Research Institute for Precision Instruments (NII-TP),3.0,3.0,2004-09-23
2013-01-30,South Korea,Government,Technology Development,,102.77,93,1/30/13,2 yrs.,Naro Space Center,Korea Advanced Institute of Science and Technology (KAIST),2.0,2.0,2013-01-30
2013-11-21,South Korea,Government,Technology Development,,96.88,150,11/21/13,2 yrs.,Dombarovsky Air Base,Korea Advanced Institute of Science and Technology (KAIST),2.0,2.0,2013-11-21
2009-05-05,USA,Military,Technology Development,,102.41,,5/5/09,,Vandenberg AFB,Northrop Grumman,,,2009-05-05
2009-09-25,USA,Military,Technology Development,,112.68,"2,240",9/25/09,2-4 yrs.,Cape Canaveral,Northrop Grumman,2.0,4.0,2009-09-25
2009-09-25,USA,Military,Technology Development,,112.58,"2,240",9/25/09,2-4 yrs.,Cape Canaveral,Northrop Grumman,2.0,4.0,2009-09-25
2008-08-14,Japan,Commercial,Communications,,1436.1,"5,000",8/14/08,15 yrs.,Guiana Space Center,Mitsubishi Electric Corporation,15.0,15.0,2008-08-14
2000-02-18,Japan,Commercial,Communications,,1436.09,"4,051",2/18/00,10 yrs.,Guiana Space Center,Boeing Satellite Systems,10.0,10.0,2000-02-18
2016-12-28,China,Commercial,Earth Observation,Optical Imaging,95.1,560,12/28/16,8 yrs.,Taiyuan Launch Center,China Aerospace Science and Technology Corp.,8.0,8.0,2016-12-28
2016-12-28,China,Commercial,Earth Observation,Optical Imaging,95.1,560,12/28/16,8 yrs.,Taiyuan Launch Center,China Aerospace Science and Technology Corp.,8.0,8.0,2016-12-28
2013-11-22,ESA,Government,Earth Observation,Earth Science,93.9,468,11/22/13,4 yrs.,Plesetsk Cosmodrome,Astrium,4.0,4.0,2013-11-22
2013-11-22,ESA,Government,Earth Observation,Earth Science,93.9,468,11/22/13,4 yrs.,Plesetsk Cosmodrome,Astrium,4.0,4.0,2013-11-22
2013-11-22,ESA,Government,Earth Observation,Earth Science,94,468,11/22/13,4 yrs.,Plesetsk Cosmodrome,Astrium,4.0,4.0,2013-11-22
2016-06-22,India,Civil,Technology Development,,94.7,1,6/22/16,,Satish Dhawan Space Center,"College of Engineering, Pune",,,2016-06-22
2004-11-20,USA/United Kingdom/Italy,Government/Civil,Space Science,,96.3,"1,463",11/20/04,7 yrs.,Cape Canaveral,Spectrum Astro (General Dynamics),7.0,7.0,2004-11-20
2009-09-23,Switzerland,Civil,Technology Development,,99.1,1,9/23/09,.25-1 yr.,Satish Dhawan Space Center,Ecole Polytechnique Federale de Lausanne (EPFL),0.25,1.0,2009-09-23
2005-10-13,France,Military,Communications,,1436.06,"3,725",10/13/05,12 yrs.,Guiana Space Center,Alcatel Alenia Space,12.0,12.0,2005-10-13
2006-08-11,France,Military,Communications,,1436.09,"3,750",8/11/06,12 yrs.,Guiana Space Center,Alcatel Alenia Space,12.0,12.0,2006-08-11
2011-09-27,USA,Military,Technology Development,,235.16,450,9/27/11,,Kodiak Launch Complex,Naval Research Laboratory/Johns Hopkins University Applied Physics Laboratory,,,2011-09-27
2013-12-05,USA,Military,Technology Development,,98,,12/5/13,,Vandenberg AFB,Air Force Research Laboratory (AFRL),,,2013-12-05
2010-06-21,Germany,Government,Earth Observation,Radar Imaging,94.8,"1,350",6/21/10,5 yrs.,Baikonur Cosmodrome,EADS Astrium,5.0,5.0,2010-06-21
2000-08-09,ESA,Government,Space Science,,"3,442.00","1,200",8/9/00,4 yrs.,Baikonur Cosmodrome,Dornier Systems (Astrium) and 35 subcontractors,4.0,4.0,2000-08-09
2016-12-21,China,Government,Earth Observation,Earth Science,98.86,620,12/21/16,3 yrs.,Jiuquan Satellite Launch Center,Shanghai Engineering Center for Microsatellites,3.0,3.0,2016-12-21
2002-12-04,USA,Government,Communications,,1436.04,"3,180",12/4/02,11 yrs.,Cape Canaveral,Boeing Satellite Systems,11.0,11.0,2002-12-04
2013-01-31,USA,Government,Communications,,1436.18,"3,454",1/31/13,15 yrs.,Cape Canaveral,Boeing Satellite Systems,15.0,15.0,2013-01-31
2014-01-23,USA,Government,Communications,,1435.88,"3,454",1/23/14,15 yrs.,Cape Canaveral,Boeing Satellite Systems,15.0,15.0,2014-01-23
1988-09-29,USA,Government,Communications,,1436.06,"3,180",9/29/88,10 yrs.,Cape Canaveral,TRW Defense and Space Systems Group,10.0,10.0,1988-09-29
1991-08-02,USA,Government/Commercial,Communications,,1436.99,"3,180",8/2/91,10 yrs.,Cape Canaveral,TRW Defense and Space Systems Group,10.0,10.0,1991-08-02
1993-01-13,USA,Government/Commercial,Communications,,1435.7,"3,180",1/13/93,10 yrs.,Cape Canaveral,TRW Defense and Space Systems Group,10.0,10.0,1993-01-13
1995-07-13,USA,Government,Communications,,1436.04,"3,180",7/13/95,10 yrs.,Cape Canaveral,TRW Defense and Space Systems Group,10.0,10.0,1995-07-13
2000-06-30,USA,Government,Communications,,1436.2,"3,180",6/30/00,11 yrs.,Cape Canaveral,Boeing Satellite Systems,11.0,11.0,2000-06-30
2002-03-08,USA,Government,Communications,,1436.11,"3,180",3/8/02,11 yrs.,Cape Canaveral,Boeing Satellite Systems,11.0,11.0,2002-03-08
2014-07-08,United Kingdom,Government,Technology Development,,97.27,150,7/8/14,,Baikonur Cosmodrome,Surrey Satellite Technology Ltd. (SSTL),,,2014-07-08
2008-01-21,Israel,Military,Earth Observation,Radar Imaging,94.5,300,1/21/08,,Satish Dhawan Space Center,Israel Aerospace Industries (IAI),,,2008-01-21
2015-12-16,Singapore,Commercial,Earth Observation,Optical Imaging,95.5,400,12/16/15,5 yrs.,Satish Dhawan Space Center,ST Electronics Ltd.,5.0,5.0,2015-12-16
1999-08-12,Indonesia,Commercial,Communications,,1436.13,"2,763",8/12/99,15 yrs.,Guiana Space Center,Lockheed Martin Missiles and Space,15.0,15.0,1999-08-12
2005-11-16,Indonesia,Commercial,Communications,,1436.1,"1,930",11/16/05,15 yrs.,Guiana Space Center,Orbital Sciences Corp.,15.0,15.0,2005-11-16
2009-02-26,Canada,Commercial,Communications,,1436.13,"4,010",2/26/09,15 yrs.,Sea Launch (Odyssey),Space Systems/Loral,15.0,15.0,2009-02-26
1999-10-19,Multinational,Commercial,Communications,,1436.09,"3,878",10/19/99,13 yrs.,Guiana Space Center,Space Systems/Loral,13.0,13.0,1999-10-19
2015-11-24,Canada,Commercial,Communications,,1436.1,"4,900",11/24/15,15 yrs.,Tanegashima Space Center,Airbus Defense and Space,15.0,15.0,2015-11-24
2011-05-20,Canada,Commercial,Communications,,1436.1,"4,970",5/20/11,15 yrs.,Baikonur Cosmodrome,Space Systems/Loral,15.0,15.0,2011-05-20
2004-06-29,Multinational,Commercial,Communications,,1436.1,"4,640",6/29/04,13 yrs.,Sea Launch (Odyssey),Space Systems/Loral,13.0,13.0,2004-06-29
2007-06-15,Germany,Government/Commercial,Earth Observation,Radar Imaging,94.8,"1,230",6/15/07,5 yrs.,Baikonur Cosmodrome,EADS Astrium,5.0,5.0,2007-06-15
2009-07-01,USA,Commercial,Communications,,1436.11,"6,910",7/1/09,15 yrs.,Guiana Space Center,Space Systems/Loral,15.0,15.0,2009-07-01
2012-07-22,Germany,Commercial,Technology Development,,94.7,120,7/22/12,1 yr.,Baikonur Cosmodrome,Kayser-Threde GmbH,1.0,1.0,2012-07-22
2005-08-11,Thailand,Commercial,Communications,,1436.1,"6,505",8/11/05,12 yrs.,Guiana Space Center,Space Systems/Loral,12.0,12.0,2005-08-11
2006-05-27,Thailand,Commercial,Communications,,1436.1,"2,800",5/27/06,12 yrs.,Guiana Space Center,Alcatel Alenia Space,12.0,12.0,2006-05-27
2014-01-06,Thailand,Commercial,Communications,,1436.3,"3,325",1/6/14,15 yrs.,Cape Canaveral,Orbital Sciences Corp.,15.0,15.0,2014-01-06
2016-05-27,Thailand,Commercial,Communications,,1440.09,"3,025",5/27/16,15 yrs.,Cape Canaveral,Orbital ATK,15.0,15.0,2016-05-27
2007-02-17,Multinational,Government/Civil,Space Science,,1868.98,126,2/17/07,2 yrs.,Cape Canaveral,Swales Aerospace,2.0,2.0,2007-02-17
2007-02-17,Multinational,Government/Civil,Space Science,,1867.91,126,2/17/07,2 yrs.,Cape Canaveral,Swales Aerospace,2.0,2.0,2007-02-17
2007-02-17,Multinational,Government/Civil,Space Science,,1875.53,126,2/17/07,2 yrs.,Cape Canaveral,Swales Aerospace,2.0,2.0,2007-02-17
2008-10-01,Thailand,Government,Earth Observation,Optical Imaging,101.4,750,10/1/08,5 yrs.,Dombarovsky Air Base,EADS Astrium,5.0,5.0,2008-10-01
1998-06-10,Norway,Commercial,Communications,,1436.07,"1,400",6/10/98,12 yrs.,Cape Canaveral,Boeing Satellite Systems,12.0,12.0,1998-06-10
2008-02-11,Norway,Commercial,Communications,,1436.1,"2,024",2/11/08,15 yrs.,Baikonur Cosmodrome,Orbital Sciences Corp.,15.0,15.0,2008-02-11
2009-10-29,Norway,Commercial,Communications,,1436.1,"3,050",10/29/09,15 yrs.,Guiana Space Center,Thales Alenia Space,15.0,15.0,2009-10-29
2015-04-26,Norway,Commercial,Communications,,1433.4,"4,600",4/26/15,15 yrs.,Guiana Space Center,Space Systems/Loral,15.0,15.0,2015-04-26
2003-06-10,United Arab Emirates,Commercial,Communications,,1436.07,"5,250",6/10/03,12 yrs.,Sea Launch (Odyssey),Hughes Space and Communications Group,12.0,12.0,2003-06-10
2008-01-15,United Arab Emirates,Commercial,Communications,,1436.1,"5,180",1/15/08,12 yrs.,Sea Launch (Odyssey),Boeing Satellite Systems,12.0,12.0,2008-01-15
2011-09-29,China,Government,Technology Development,,91.8,"8,506",9/29/11,2 yrs.,Jiuquan Satellite Launch Center,Chinese Academy of Space Technology (CAST),2.0,2.0,2011-09-29
2010-08-24,China,Government,Earth Observation,Optical Imaging,94.5,"2,500",8/24/10,,Jiuquan Satellite Launch Center,DFH Satellite Co. Ltd.,,,2010-08-24
2012-05-06,China,Government,Earth Observation,Optical Imaging,94.5,"2,500",5/6/12,,Jiuquan Satellite Launch Center,DFH Satellite Co. Ltd.,,,2012-05-06
2015-10-26,China,Government,Earth Observation,Optical Imaging,94.5,"2,500",10/26/15,,Jiuquan Satellite Launch Center,DFH Satellite Co. Ltd.,,,2015-10-26
2008-04-25,China,Government,Communications,,1436.08,"3,750",4/25/08,,Xichang Satellite Launch Center,Chinese Academy of Space Technology (CAST),,,2008-04-25
