FMID,State,Zip,Schedule,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine
22004753,California,,,-117.69,34.0126,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003247,Arizona,86323,June - October Thursday 3:00 PM to 6:00 PM,-112.453,34.721,Private business parking lot,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N
22003729,Florida,32428,,-85.5372,30.7791,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001591,Wisconsin,54729,,-91.3907,44.935,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22004754,Wisconsin,,,-91.5051,44.8018,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002696,Minnesota,55013,May - October Friday 2:00 PM to 6:00 PM,-92.890735,45.372951,Other,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N
22002013,North Carolina,27932,,-76.6084,36.0705,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001594,California,93610,,-120.264,37.1201,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003126,Virgin Islands,,,-64.7043,17.7449,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004817,Missouri,65721,April - October Thursday 5:00 PM to 8:00 PM,-93.2215593,37.0248942,,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N
1001683,Alaska,99705,"June - July Saturday 11:00 AM to 6:00 PM, (June 2nd - July 28th, 2012)",-147.3445,64.75519,Other,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N
22001224,Idaho,83202,,-112.462,42.9202,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003172,California,91915,,-117.08,32.6403,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22002441,California,91915,,-116.968,32.6231,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001818,Pennsylvania,16354,,-79.6584,41.6528,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002899,Virginia,23824,"April - November Wednesday 4:00 PM to 7:00 PM, Saturday 8:00 AM to 12:00 PM",-78.0097851,37.0779423,Other,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N
1004521,New York,13039,June - August Tuesday 3:00 PM to 7:00 PM September - October Tuesday 3:00 PM to 6:00 PM,-76.116049,43.147716,Private business parking lot,N,Y,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N,N
22002294,Indiana,46034,,-86.0135,40.1303,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003949,New York,,,-75.8963,42.5379,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22004756,Montana,59215,,-105.589,47.4154,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001144,Florida,34481,,-82.2587,29.1056,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001017,Colorado,80909,June - October Saturday 10:00 AM to 3:00 PM,-104.7589,38.8445,Private business parking lot,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,N
1004481,Florida,32601,January - December Sunday 2:00 PM to 5:00 PM,-82.3249459,29.6473134,Other,Y,N,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N
1004343,Florida,32601,January - December Sunday 2:00 PM to 5:00 PM,-82.324714,29.646768,Other,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N
22002959,Illinois,62523,,-88.9544,39.8443,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003674,Pennsylvania,15219,,-79.9968,40.4382,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001655,Texas,78362,,-97.2118,27.8762,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003337,New Jersey,7501,June - October Tuesday 11:00 AM to 6:00 PM,-74.166791,40.915053,Other,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
21000576,Indiana,47586,January - December Wednesday 12:00 pm to 0:00 pm,-86.769,37.9517,Local government building grounds,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
21006615,Texas,77002,January - December,-95.3693,29.7602,Local government building grounds,N,N,N,N,N,Y,Y,N,Y,N,N,Y,Y,N,Y,N,N,N,Y,Y,N,Y,N,N,N
22004757,Wisconsin,,,-87.7898,42.7257,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003715,New York,10007,"April - December Tuesday 8:00 AM to 4:00 PM, Friday 8:00 AM to 4:00 PM",-74.00631,40.713858,Other,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N
1003092,Hawaii,96813,January - December Monday 11:45 AM to 12:30 PM,-157.853644,21.304828,Local government building grounds,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
21002842,New Hampshire,3060,January - December Friday 12:00 pm to 6:00 pm,-71.4647,42.7582,Local government building grounds,N,N,N,N,N,Y,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,Y,N,N
1001987,California,92125,January - December Saturday 9:00 AM to 1:00 PM,-117.1015,32.74785,Closed-off public street,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N
22003112,Florida,32114,,-81.0165,29.2109,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003634,Michigan,49686,,-85.6077,44.7592,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003664,Missouri,64106,"January - December Saturday 6:00 AM to 3:00 PM, Sunday 8:00 AM to 3:00 PM, (The City Market Farmers' Market will only be open on Saturday, December through February. The hours of operation December through February are 8:00 a.m. to 3:00 p.m. )",-94.582243,39.109101,Local government building grounds,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N
1004818,Missouri,64106,January - February Saturday 8:00 AM to 3:00 PM March - October Sunday 8:00 AM to 3:00 PM November - December Saturday 8:00 AM to 3:00 PM,-94.5823515,39.1085483,,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
21000543,Alabama,35950,January - December Monday - Saturday 0:00 pm to 0:00 pm,-86.2095,34.268,Local government building grounds,N,N,N,Y,N,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,Y,Y,N,Y,N,N,N
22000908,Michigan,,,-83.6878,44.05,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003950,New York,,,-76.1804,42.5993,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002523,Illinois,61427,April - October Wednesday 7:00 AM to 12:00 PM,-90.1951,40.4926,Local government building grounds,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N
1002417,Texas,78620,March - July Thursday 3:00 PM to 6:00 PM October - December Thursday 3:00 PM to 6:00 PM,-98.08599,30.19216,Local government building grounds,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,N,N
1004523,Massachusetts,2722,June - October Thursday 10:00 AM to 2:00 PM,-71.156,41.6991,Local government building grounds,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,Y,N,Y
22004758,Virginia,24333,,-80.9241,36.6604,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000774,Michigan,48439,"May - October Wednesday 4:30 PM to 8:00 PM, Sunday 10:00 AM to 3:00 PM",-83.6321608,42.9273395,Closed-off public street,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
1001897,Michigan,49738,May - September Thursday 2:00 PM to 6:00 PM,-84.71587,44.66235,Local government building grounds,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N
1001897,Michigan,49738,June - October Saturday 9:00 AM to 1:00 PM,-84.709268,44.665784,Local government building grounds,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N
22003892,Wisconsin,54301,,-88.0198,44.5192,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001674,Mississippi,39501,,-89.0882,30.3656,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000668,Missouri,64050,"May - October Wednesday 5:00 AM to 1:00 PM, Saturday 5:00 AM to 1:00 PM",-94.41706,39.09384,Local government building grounds,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,N
22002481,Ohio,,,-82.6831,38.5357,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001600,Illinois,60045,June - October Saturday 8:00 am to 12:30 pm,-87.8398717,42.2520187,Private business parking lot,N,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N
1001505,Colorado,80537,"June - September Sunday 9:00 AM to 1:00 PM, (We are under a shelter out of the sun Sundays June 24 - September 30th 9:00am-1:00pm )",-105.0759,40.39115,Local government building grounds,Y,N,N,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y
22003757,North Carolina,27302,,-79.2717,36.0982,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22000439,Michigan,49078,,-85.6988,42.4606,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22000539,Minnesota,55447,,-93.4768,45.0225,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003958,New York,,,-73.9289,41.7041,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004668,New York,13461,"June - October Tuesday 12:00 PM to 5:00 PM, (In 2012 the market will be open June 12-October 9.)",-75.5991584,43.0713583,Local government building grounds,N,N,N,Y,N,Y,N,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N
22003893,Wisconsin,54235,,-87.375,44.8349,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22000892,New York,13501,,-75.2112,43.0963,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002348,Michigan,48390,May - October Wednesday 7:00 AM to 1:00 PM,-83.46616,42.53957,Local government building grounds,N,N,N,N,N,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N
1003761,Michigan,48184,May - October Wednesday 3:00 PM to 7:00 PM,-83.388269,42.282659,Local government building grounds,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N
22001478,Iowa,52655,,-91.1566,40.8253,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001196,Minnesota,55110,"June - October Friday 8:00 AM to 12:00 PM, (The market opens the last Friday in June and goes to the last Friday in October.)",-93.009031,45.085218,Closed-off public street,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N
22004759,Louisiana,70791,,-91.2159,30.6507,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001654,Illinois,60099,June - September Thursday 11:00 AM to 7:00 PM,-87.8254718,42.4497482,Local government building grounds,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N
1002291,Colorado,80206,"May - October Sunday 9:00 AM to 1:00 PM, (May 13 - October 28)",-104.9574018,39.7401841,Other,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
1000646,Connecticut,6515,"January - December Sunday 10:00 AM to 2:00 PM, (Open weekly 10-2 May-December. Winter market every other Sunday January - April 10 AM -1 PM.)",-72.958467,41.325135,Other,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N
1002706,Connecticut,6513,"July - October Thursday 2:30 PM to 6:30 PM, (Open July 12 - October 25, 2012)",-72.8898,41.3076,Other,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
1002713,Connecticut,6511,"July - October Friday 11:30 AM to 3:30 PM, (July 13 - October 26, 2012)",-72.936838,41.304941,Federal/State government building grounds,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N
1003215,Connecticut,6511,"January - December Saturday 9:00 AM to 1:00 PM, ( Saturdays 9 AM - 1 PM May-December, 10 AM - 1 PM January - April)",-72.917848,41.303232,Other,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N
22004193,Maryland,20646,,-77.0139,38.4736,Healthcare Institution,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
21004170,Mississippi,38901,"January - December Wednesday 7:00 pm to 6:00 pm, Friday 7:00 pm to 6:00 pm, Saturday 7:00 pm to 12:00 pm",-89.8376,33.7922,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",N,N,N,N,N,Y,N,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N
1003790,Michigan,48617,"June - September Thursday 4:00 PM to 8:00 PM, (The Market will run until the ""end of the season"", probably mid-September.)",-84.770679,43.818907,Local government building grounds,N,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N
1001119,California,91711,"January - December Sunday 8:00 AM to 1:00 PM, (Every Sunday, rain or shine)",-117.718999,34.095636,Closed-off public street,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,N
1004039,New Hampshire,3743,June - September Thursday 4:00 PM to 7:00 PM,-72.3368479,43.3715631,Local government building grounds,N,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,Y,N,N
22004501,Oklahoma,74017,,-97.5095,35.584,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001296,New York,14031,June - October Saturday 8:00 AM to 1:00 PM,-78.58945,42.98032,,N,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y
22002106,Virginia,22201,,-77.0853,38.8905,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003559,Iowa,51632,,-95.0369,40.7406,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22002302,Pennsylvania,16214,,-79.3861,41.2146,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001771,Iowa,50525,June - October Saturday 10:00 AM to 12:00 PM,-93.73269,42.73207,Federal/State government building grounds,N,Y,N,Y,N,Y,N,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N
1001610,Indiana,47111,June - October Thursday 3:00 PM to 6:00 PM,-85.662138,38.443892,Local government building grounds,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
1001610,Indiana,47130,"May - October Tuesday 3:00 PM to 6:00 PM, Saturday 9:00 AM to 12:00 PM, (Enjoy live music at the Saturday markets.)",-85.73797,38.272958,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N
22003082,Arkansas,71923,,-93.0711,34.1189,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002858,Montana,59801,"May - October Saturday 8:00 AM to 1:00 PM, (Open rain or shine!)",-113.995299,46.868583,Other,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N
1003511,Pennsylvania,19104,"January - December Thursday 3:00 PM to 7:00 PM, Saturday 10:00 AM to 2:00 PM, (Saturday markets runs year-round. Thursday evening markets run June through Thanksgiving.)",-75.209227,39.949309,Other,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N
22001086,Missouri,65243,,-91.7627,40.3994,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22004384,Ohio,,,-81.9173,40.5455,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003531,Iowa,50213,,-93.7656,41.0341,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001805,Virginia,22611,,-77.9555,39.1006,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003230,Alabama,36545,,-87.8952,31.5328,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004497,Georgia,30523,June - October Saturday 9:00 AM to 12:00 PM,-83.5298,34.6154579,Private business parking lot,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,N
21005375,West Virginia,26301,January - December Saturday 8:00 am to 1:00 pm,-80.3377,39.2845,Private business parking lot,N,Y,N,Y,N,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
1004498,Maryland,20871,June - October Sunday 10:00 AM to 1:00 PM,-77.278454,39.242225,Other,Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,N
22004303,Mississippi,,,-90.5749,34.2027,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002948,Georgia,30021,"May - October Sunday 11:30 AM to 3:30 PM, (The first market will be on May 20th. From June - October, the market will be held on the last Sunday of the month.)",-84.2379283,33.8058235,Other,Y,N,N,N,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N
22002988,Michigan,48348,,-83.4096,42.7615,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003083,Arkansas,72830,,-93.4704,35.4703,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001116,Michigan,48017,"May Sunday 10:00 AM to 2:00 PM, (Open one date in May (May 20th), season starts July 29th and ends September 30th, closed Labor Day weekend in honor of the holiday.) July - September Sunday 10:00 AM to 2:00 PM, (Open one date in May (May 20th), season starts July 29th and ends September 30th, closed Labor Day weekend in honor of the holiday.)",-83.1523,42.5421,Other,Y,N,N,N,N,Y,N,Y,Y,Y,N,N,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N
22000588,Kansas,67432,,-97.1264,39.3768,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22000602,Kansas,66427,,-96.4167,39.7033,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22004103,Kentucky,,,-83.7635,37.1367,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
21001161,Arkansas,72454,May - October Saturday 7:00 pm to 12:00 pm,-90.1796,36.382,Private business parking lot,N,N,N,N,N,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N
22004525,West Virginia,,,-81.0845,38.4601,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003059,Alabama,36251,,-85.8491,33.2472,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004872,California,94517,May - October Saturday 8:00 AM to 12:00 PM,-121.9358031,37.9408953,Closed-off public street,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,Y
1002087,North Carolina,27520,"April - October Saturday 9:00 AM to 2:00 PM, (This is an outdoor market. Weather conditions may affect hours. Holiday Market in November and December. See website for more details.)",-78.460557,35.653269,Local government building grounds,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N
1003273,Missouri,63105,May - November Saturday 8:30 AM to 12:30 PM,-90.345254,38.652355,Private business parking lot,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y
22003894,Wisconsin,54004,,-91.1028,42.9064,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001112,Washington,99110,"June - October Sunday 12:00 PM to 4:00 PM, (Free Coffee, Lemonade and Cookies each Sunday)",-117.546209,47.990274,Other,Y,N,N,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N
22003983,New York,,,-76.0881,44.2424,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000889,California,94517,"May - October Saturday 8:00 AM to 12:00 PM, (Open Rain or Shine)",-121.935909,37.941042,Closed-off public street,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,N,N,Y,Y,N,Y
22001806,New Mexico,88415,,-103.183,36.4492,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003530,Iowa,50428,,-93.3844,43.1373,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22002944,Ohio,45133,,-83.5537,39.2112,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003182,Pennsylvania,16830,,-78.4434,41.0221,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003924,Utah,84015,,-112.026,41.1141,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001253,California,95435,,-122.613,38.9261,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004835,California,95422,"June - September Friday 5:00 PM to 8:00 PM, (September only Friday 5:00pm to 7:00pm )",-122.637046,38.948946,Local government building grounds,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N
22002786,Alabama,36264,,-85.5512,33.5822,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003089,Arkansas,72543,,-92.0195,35.4779,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004180,South Carolina,29634,"September - November Wednesday 11:00 AM to 2:00 PM, (September 12th, September 26th, October 10th, October 24th, November 7th)",-82.837665,34.679047,Educational institution,Y,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N
21003300,South Carolina,29631,"June - November Friday 3:30 pm to 6:30 pm, (2011 Market Preview Event: Friday, May 6, 2011 from 3:00-7:00 p.m.)",-82.787,34.6844,Private business parking lot,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N
1001726,Mississippi,38732,April - November Saturday 8:00 AM to 12:00 PM,-90.72057,33.74268,Local government building grounds,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N
1001726,Mississippi,38732,April - November Wednesday 4:00 PM to 6:00 PM,-90.7240183,33.7441357,Private business parking lot,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N
22002989,North Dakota,,,-99.1179,46.8917,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22000599,Kansas,66937,,-97.2925,39.5684,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001376,Virginia,24422,May - October Friday 8:00 AM to 1:00 PM,-79.8262322,37.8163225,Closed-off public street,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N
21005078,New York,14432,January - December Friday 4:00 pm to 8:00 pm,-77.1395,42.9629,Local government building grounds,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N
1002224,Virginia,24283,"May - October Wednesday 2:00 AM to 5:00 PM, Saturday 8:00 AM to 1:00 PM",-82.707138,36.909823,Other,Y,N,N,N,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y
22004764,California,,,-119.237,35.761,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
