FMID,State,Zip,Schedule,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine
1001143,Virginia,20191,April - October Wednesday 3:30 PM to 7:00 PM,-77.35835,38.94618,Private business parking lot,Y,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y
1001231,Virginia,22150,May - October Saturday 10:00 AM to 2:00 PM,-77.18592,38.777047,Private business parking lot,Y,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y
22000505,Kansas,66967,,-98.7831,39.785,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003339,Tennessee,37030,,-85.9491,36.2372,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003590,North Carolina,27577,April - August Friday - Saturday 9:00 AM to 1:00 PM,-78.345212,35.510483,Local government building grounds,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N
22005213,Virginia,23430,,-76.6344,36.9802,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22004247,Maryland,20842,April May June July August September,-77.3764,39.2509,Private business parking lot,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
22004412,Tennessee,,,-86.5236,35.9822,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003662,Delaware,19977,June - October Saturday 9:00 AM to 1:00 PM,-75.607111,39.2997702,Closed-off public street,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N
1004601,Georgia,30078,,-84.016057,33.8580211,Local government building grounds,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,N
1002913,Washington,98290,May - October Thursday 3:00 PM to 7:30 PM,-122.0917196,47.9116429,Closed-off public street,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,Y
1001546,Maryland,21863,May - September Tuesday 2:00 PM to 6:00 PM,-75.39209,38.17752,Other,N,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N
1003585,New Mexico,,"June - October Tuesday 5:00 PM to 7:00 PM, Saturday 8:00 AM to 11:00 AM",-106.893,34.0573,Other,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003585,New Mexico,,January - February Saturday 9:00 AM to 11:00 AM November - December Saturday 9:00 AM to 11:00 AM,-106.8927086,34.053298,Private business parking lot,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003895,New York,11106,June - November Saturday 8:00 AM to 4:00 PM,-73.9359467,40.7675924,Other,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
21003175,Idaho,83276,January - December Wednesday 3:00 pm to 6:00 pm,-111.605,42.6546,Local government building grounds,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N
1003429,New York,14551,"June - October Wednesday 2:30 PM to 6:00 PM, (Market open to vendors ONLY from 2:00 - 2:30; open to public at 2:30 p.m.)",-77.0658698,43.2361708,"Faith-based institution (e.g., church, mosque, synagogue, temple)",N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,Y,N
1002150,California,92075,January - December Sunday 1:00 PM to 5:00 PM,-117.269204,32.987194,Private business parking lot,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N
22003861,Alaska,99669,,-151.058,60.4843,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22005215,California,,,-121.33,36.4275,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001056,Colorado,80031,"June - October Saturday 10:00 AM to 3:00 PM, (Actual dates of the market are June 16th through October 16th)",-105.064616,39.857541,Private business parking lot,Y,N,N,N,N,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N
22005216,Wisconsin,,,-91.836,46.3485,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003927,Wisconsin,54873,"January - December Friday 10:00 AM to 4:00 PM, (In bad weather, the market is indoors at the Community Center)",-91.8224113,46.3532743,Local government building grounds,N,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,N,N
22004466,Michigan,,,-85.6108,43.2411,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001294,California,93101,,-120.14,34.595,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001360,Connecticut,,,-72.4442,41.9856,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22004105,Kentucky,42501,,-84.5215,36.9267,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22004388,Ohio,,,-82.2989,39.8074,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22005217,California,,,-121.842,38.0033,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001206,New Jersey,,,-74.6102,40.5677,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22004626,Massachusetts,2145,,-71.1059,42.3895,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001694,Massachusetts,2452,"May - November Wednesday 12:00 PM to 6:00 PM, (When we switch to Daylight Savings Time, the market closes at 5 p.m.)",-71.123278,42.395319,Local government building grounds,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,N
1001319,Massachusetts,2143,"June - November Saturday 9:00 AM to 1:00 PM, (Every Saturday June 2 - Nov 17)",-71.095469,42.379756,Other,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y
22002203,Arizona,85637,,-110.656,31.6844,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22002467,California,95409,,-122.475,38.2953,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22002468,California,95409,,-122.457,38.2949,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002463,California,95370,May - October Saturday 7:30 AM to 11:30 AM,-120.381403,37.983631,Closed-off public street,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N
22004299,Missouri,,,-90.1998,38.6104,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004139,Alaska,,May - October Saturday 9:00 AM to 2:00 PM,-149.860532,61.119905,Private business parking lot,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,N
1004139,Alaska,,July - September Wednesday 10:00 AM to 4:00 PM,-149.865468,61.142479,Private business parking lot,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N
22001758,Texas,78745,,-97.7579,30.2334,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003290,Indiana,46615,,-86.2098,41.6746,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003618,California,94702,"January - December Tuesday 2:00 PM to 7:00 PM, (Winter Hours 2-6pm (November-March))",-122.271996,37.847748,Closed-off public street,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N
1002677,Massachusetts,2127,"May - November Monday 12:00 PM to 6:30 PM, (Closed Holiday's)",-71.046181,42.336215,Other,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,Y,N
22005218,New York,,,-73.9141,40.8123,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
21002817,Vermont,5401,"January - December Sunday 10:00 am to 2:00 pm, (The market will be open EVERY OTHER Sunday starting on June 19th)",-73.18,44.4628,Private business parking lot,N,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N
1004266,South Carolina,29172,"January - December Monday - Saturday 4:00 AM to 6:00 PM, Sunday 12:00 PM to 6:00 PM",-81.064382,33.902728,Federal/State government building grounds,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N
22002498,Illinois,60617,,-87.5591,41.7448,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003268,North Carolina,27713,"January - December Saturday 8:00 AM to 12:00 PM, (Open rain or shine! )",-78.896556,35.889293,Private business parking lot,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N
1002115,Michigan,49507,June - October Saturday 10:00 AM to 3:00 PM,-85.659542,42.927457,Other,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N
1002115,Michigan,49507,June - August Friday 2:00 PM to 7:00 PM,-85.6591797,42.9471996,Educational institution,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
22000863,Colorado,81154,,-106.64,37.67,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003208,California,90220,,-118.183,33.9417,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
21003830,California,90280,January - December Monday 10:00 am to 3:00 pm,-118.186,33.942,Private business parking lot,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N
22003511,New York,12803,,-73.6337,43.3031,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22004302,Missouri,,,-90.2844,38.586,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22000963,Michigan,49090,,-86.2723,42.4019,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000597,Virginia,23970,"May - October Saturday 8:00 AM to 12:00 PM, (Will hold a special Christmas Farmers Market in December)",-78.1303,36.7243,Other,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N
1003657,Illinois,60473,"June - October Friday 2:00 PM to 7:00 PM, (This market will be open every Friday from the first Friday in June through the last Friday in October)",-87.60704,41.600971,Private business parking lot,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,Y,Y,Y,N
21003532,Utah,84095,January - December,-111.938,40.5614,Local government building grounds,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N
22001128,Missouri,64128,,-94.4998,38.9666,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22002231,Hawaii,96704,,-155.88,19.4139,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22000717,California,91103,,-118.131,34.1407,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002955,California,96150,June - October Tuesday 8:00 AM to 1:00 PM,-119.979973,38.929719,Private business parking lot,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,N
1003361,Michigan,48910,June - September Thursday 3:00 PM to 7:00 PM,-84.576691,42.711711,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N
1001847,Michigan,48178,May - October Wednesday 2:00 PM to 7:00 PM,-83.651898,42.459909,Local government building grounds,Y,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N
1003194,Wisconsin,,"May Tuesday 2:00 PM to 6:00 PM, Sunday 11:00 AM to 3:00 PM October Tuesday 2:00 PM to 6:00 PM, Sunday 11:00 AM to 3:00 PM",-89.3940207,43.0499927,Private business parking lot,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,N
1003194,Wisconsin,,June Monday 2:00 PM to 6:00 PM October Monday 2:00 PM to 6:00 PM,-89.37923,43.03596,Healthcare Institution,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N
1001634,Tennessee,38106,May - October Thursday 12:00 PM to 6:00 PM,-90.03382,35.10873,Private business parking lot,Y,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N
1000988,Indiana,46786,June - October Saturday 8:00 AM to 12:00 PM,-85.272424,41.533254,Local government building grounds,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N
21002431,Wisconsin,53172,January - December,-87.8622,42.9147,Closed-off public street,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N
1001341,West Virginia,26508,April - December Thursday 3:00 PM to 6:30 PM,-79.933621,39.543827,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
22000934,Minnesota,,,-93.2635,44.9322,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000709,California,91030,"January - December Thursday 4:00 PM to 8:00 PM, (4-8 p.m. DST; 4-7 p.m. PST)",-118.1572,34.11499,Closed-off public street,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N
1000728,Colorado,80210,"May - October Sunday 9:00 AM to 1:00 PM, (May 20 thru October 28, 2012)",-104.98047,39.688456,Closed-off public street,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y
1003841,Washington,99202,May - October Thursday 3:00 PM to 7:00 PM,-117.39,47.6466,Private business parking lot,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N
1003841,Washington,99202,March - April Thursday 3:00 PM to 6:00 PM November - December Thursday 3:00 PM to 6:00 PM,-117.389817,47.646395,"Faith-based institution (e.g., church, mosque, synagogue, temple)",N,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N
22001803,Virginia,20152,,-77.5014,38.9558,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001206,Vermont,5068,May - October Thursday 3:00 PM to 6:30 PM,-72.521224,43.819557,Local government building grounds,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N
1001053,California,94080,May - October Saturday 10:00 AM to 2:00 PM,-122.427062,37.654732,Federal/State government building grounds,N,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N
22002499,Illinois,60649,,-87.5763,41.7666,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002256,Wisconsin,53207,June - October Saturday 8:00 AM to 12:00 PM,-87.882128,42.994023,Other,N,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N
22003679,Pennsylvania,15203,,-79.9805,40.4288,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004616,Indiana,46807,April - December Saturday 7:00 AM to 1:00 PM,-85.1302239,41.0548885,Other,N,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N
1004289,Nebraska,68776,"June - October Sunday 10:00 AM to 4:00 PM, (Full Sunday market. Registered vendors may sell in the market location at any time on other days of the week.)",-96.412518,42.484663,Closed-off public street,N,N,N,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N
22002049,Pennsylvania,19107,,-75.1672,39.9439,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22002596,South Carolina,29151,,-80.3409,33.9082,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001290,Texas,,"January - December Tuesday 9:00 AM to 2:00 PM, (Weather permitting)",-98.328935,29.561429,Private business parking lot,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N
1001290,Texas,,"March - November Monday 9:00 AM to 2:00 PM, (weather permitting)",-98.490393,29.356033,Private business parking lot,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N
1001290,Texas,,"January - December Saturday 9:00 AM to 2:00 PM, (Rain or shine)",-98.3973,29.5025,Private business parking lot,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N
22002556,Texas,78207,,-98.5064,29.4252,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003130,Texas,78218,,-98.3988,29.4965,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003022,Texas,78207,,-98.5292,29.4104,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001574,New Jersey,,,-74.196,39.9472,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002782,New Mexico,,June - October Saturday 8:00 AM to 12:00 PM,-106.68393,35.018812,"Faith-based institution (e.g., church, mosque, synagogue, temple)",N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001352,New York,10014,,-73.983,40.7211,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22005221,Wisconsin,,,-89.8701,42.5692,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1004713,New York,14620,June - October Thursday 4:00 PM to 7:00 PM,-77.602433,43.145982,Private business parking lot,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y
1002216,Washington,98260,April - October Sunday 11:00 AM to 2:00 PM,-122.4743,48.00864,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N
22005222,California,90605,,-118.051,33.9302,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22005223,Connecticut,,,-72.621,41.8235,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22004628,Massachusetts,2664,,-70.1856,41.6656,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003646,Mississippi,38671,,-90.0225,34.9918,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001528,Connecticut,,,-73.2261,41.4692,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22002082,Idaho,83205,,-112.453,42.8648,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001678,North Carolina,28358,,-78.994,34.6117,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22004417,Virginia,,,-77.7892,38.5853,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22005225,Wisconsin,,,-90.5294,45.5371,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002081,New York,14760,May - October Friday 2:00 PM to 7:00 PM,-78.45476,42.08315,Private business parking lot,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N
22001613,North Carolina,27517,,-79.012,35.9054,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22002921,Connecticut,,,-72.8945,41.5799,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003745,Ohio,43207,,-82.997,39.891,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22003474,Illinois,60613,,-87.6649,41.9507,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1001805,North Carolina,28461,May - September Wednesday 8:00 AM to 1:00 PM,-78.0178,33.9176,Local government building grounds,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N
1000963,Missouri,63552,"May - October Friday 8:00 AM to 6:00 PM, Saturday 8:00 AM to 12:00 PM, (occasionally market could be open other days--watch for open sign at location)",-92.4668,39.72005,Local government building grounds,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
22005226,Wisconsin,,,-89.3946,43.0497,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22005227,Virginia,23113,,-77.6294,37.4518,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22005228,Wisconsin,,,-89.4724,43.0365,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1003349,Kentucky,40272,June - October Saturday 9:00 AM to 1:00 PM,-85.86681,38.1076,Educational institution,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N
1001006,Maine,4679,June - October Friday 9:00 AM to 1:00 PM,-68.3214,44.27766,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N
1001808,Colorado,80120,May - October Saturday 8:00 AM to 2:00 PM,-105.0967749,39.613404,Private business parking lot,Y,N,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
1001198,Virginia,24343,"January - December Monday - Sunday 8:00 AM to 5:00 PM, (During the months of April, May, June, July, August, September, October, the market will be open until 6 PM daily.)",-80.772514,36.741446,Local government building grounds,Y,N,N,Y,N,N,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N
21000591,Michigan,48228,January - December Tuesday 3:00 pm to 7:00 pm,-83.2252,42.358,Private business parking lot,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N
22001772,Utah,84660,,-111.652,40.1084,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22001972,Nevada,89431,,-119.753,39.5448,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
22000578,Wisconsin,54656,,-90.8003,43.9483,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1000830,New Jersey,7871,"May - October Saturday 9:30 AM to 1:00 PM, (Rain or Shine)",-74.6307161,41.0400852,Local government building grounds,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y
1003659,New York,12164,"June - August Thursday 2:00 PM to 5:00 PM, (The August 9th market will be held at the corner of Rts 8 & 30 in front of the Lane Emporium.)",-74.359031,43.495958,Local government building grounds,Y,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,Y,Y
1000912,Alaska,99503,May - September Saturday 9:00 AM to 2:00 PM,-149.905471,61.1975421,Private business parking lot,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N
22003534,Iowa,51301,,-95.1498,43.1457,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002385,Oregon,97405,"June - October Saturday 10:00 AM to 2:00 PM, (through Oct. 6)",-123.153563,43.995346,Other,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N
1001244,West Virginia,25276,"May - October Tuesday 9:00 AM to 1:00 PM, Friday - Saturday 9:00 AM to 1:00 PM, (October Closing Date is TBA based on availablity of products.)",-81.350241,38.80333,Local government building grounds,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N
22002127,California,93442,,-120.859,35.3904,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
1002700,Washington,99201,"May Saturday 8:00 AM to 1:00 PM, (Starting May 12th) June - October Wednesday 8:00 AM to 1:00 PM, Saturday 8:00 AM to 1:00 PM, (Wednesday markets start June 13th)",-117.4118118,47.6514721,,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N
